report_id,reporter_role,setting,age_band,category_label,urgency_label,free_text
5660,Civilian Instructor,Annual Camp,12-14,Abuse by another young person,Low,Cadet Smith mentioned that Cadet Jones sometimes calls him names during drill practice when the instructors aren't looking. He said it's mostly just silly stuff like calling him clumsy but it happens quite regularly. Smith seemed a bit bothered by it but said it's not a big deal.
5661,Civilian Instructor,Off-site Activity,Under 12,Abuse by another young person,Low,"During the lunch break I noticed Cadet Williams playfully pushing Cadet Brown around near the canteen. Brown didn't seem upset and was laughing along, but Williams was being quite physical and kept doing it even after Brown said stop a couple times."
5662,Cadet,Off-site Activity,12-14,Abuse by another young person,Low,Cadet Taylor told me that some of the older cadets in her section have been teasing her about her haircut. She said they keep making jokes and calling her names related to how short it is. She seemed slightly upset when mentioning it but said she's getting used to it.
5663,Parent/Carer,Parade Night,Under 12,Abuse by another young person,Low,I observed Cadet Evans repeatedly flicking paper balls at Cadet Murphy during the classroom session. Murphy looked annoyed and turned around to tell him to stop but Evans carried on when Murphy faced forward again. This happened several times over about ten minutes.
5664,Parent/Carer,Weekend Exercise,12-14,Abuse by another young person,Low,Cadet Roberts disclosed that Cadet Lewis has been sending him silly messages on social media calling him names and making fun of his uniform. Roberts showed me a couple of the messages which were mocking but seemed more like teenage banter than anything serious.
5665,Civilian Instructor,Weekend Exercise,Under 12,Abuse by another young person,Low,"During drill practice, I noticed Cadet Williams kept making jokes about Cadet Thompson's appearance, calling him 'four eyes' and 'nerd' whenever he struggled with commands. Thompson didn't seem particularly bothered and laughed along most of the time."
5666,CFAV,Parade Night,14-16,Abuse by another young person,Low,Cadet Harris mentioned that some of the older cadets in his section have been giving him silly nicknames like 'squeaky' because his voice hasn't broken yet. He said it happens mainly during informal chat times before parade starts.
5667,Parent/Carer,Off-site Activity,16-18,Abuse by another young person,Low,"I observed Cadet Brown repeatedly flicking elastic bands at Cadet Green during the classroom session. Green told him to stop but was smiling when he said it, and Brown did stop after a couple more flicks."
5668,Cadet,Online/Remote,Under 12,Abuse by another young person,Low,Cadet Lewis told me that Cadet Jackson sometimes hides his beret as a prank during break time. Lewis said Jackson always gives it back before parade and that 'it's just what mates do' but he finds it a bit annoying.
5669,Cadet,Online/Remote,Under 12,Abuse by another young person,Low,"During team activities, I noticed Cadet Phillips occasionally makes comments about Cadet Ahmed's packed lunch, asking if it's 'proper British food'. Ahmed usually responds by offering to share his food with everyone, which Phillips accepts."
5670,CFAV,Parade Night,Under 12,Abuse by another young person,Low,"During drill practice, I noticed Cadet Smith making repeated comments about Cadet Jones' appearance, calling her 'ugly' and 'fat' in front of the section. Cadet Jones looked embarrassed but didn't respond. This happened twice during the evening."
5671,Commanding Officer,Online/Remote,12-14,Abuse by another young person,Low,Cadet Williams told me that Cadet Brown keeps taking his phone during breaks and looking through his messages without permission. He said it's been happening for the past few weeks but described it as 'just messing about'.
5672,Cadet,Off-site Activity,16-18,Abuse by another young person,Low,"I observed Cadet Taylor repeatedly flicking elastic bands at Cadet Green's head during the classroom session. When I spoke to Cadet Green afterwards, he said Cadet Taylor does this most weeks but it's 'not a big deal'."
5673,Parent/Carer,Off-site Activity,14-16,Abuse by another young person,Low,Cadet Adams mentioned that some of the older cadets in her section have been calling her 'baby' and 'cry-baby' because she's the youngest. She said it makes her feel a bit silly but she's trying to ignore it.
5674,Parent/Carer,Annual Camp,14-16,Abuse by another young person,Low,"During fieldcraft training, Cadet Roberts was seen deliberately stepping on Cadet Mitchell's equipment and pushing past him roughly. Cadet Mitchell didn't complain but looked frustrated by the behaviour."
5675,Civilian Instructor,Weekend Exercise,12-14,Abuse by another young person,Low,"During parade practice, I noticed Cadet Smith kept making jokes about Cadet Jones being 'too slow' and 'useless at drill'. The other cadets in the section laughed along. Cadet Jones didn't say anything but looked uncomfortable."
5676,Parent/Carer,Off-site Activity,14-16,Abuse by another young person,Low,Cadet Brown mentioned that some of the older cadets in his section have been calling him names during fieldcraft exercises. He said they tell him he's 'rubbish' and won't let him join their patrol group properly.
5677,Parent/Carer,Annual Camp,14-16,Abuse by another young person,Low,I overheard Cadet Williams telling another cadet that someone had been sending her mean messages on social media after last week's training night. She seemed a bit upset but said it wasn't a big deal.
5678,Commanding Officer,Off-site Activity,12-14,Abuse by another young person,Low,Cadet Taylor approached me after the lesson and said that Cadet Evans keeps taking his equipment without asking and won't give it back. He mentioned this has happened a few times recently during activities.
5679,CFAV,Online/Remote,Under 12,Abuse by another young person,Low,"During break time, I saw Cadet Roberts pushing past Cadet Green quite roughly near the lockers. Cadet Green stumbled slightly but didn't react. It looked like typical teenage behaviour but was a bit more forceful than usual."
5680,Cadet,Online/Remote,14-16,Abuse by another young person,Medium,"During tonight's drill session, Cadet Williams pulled me aside and said that Cadet Thompson has been sending her inappropriate messages on Snapchat over the past two weeks. She showed me several screenshots on her phone which contained sexual comments and requests for photos. Williams seemed upset and said she's been avoiding coming to cadets because of it."
5681,Civilian Instructor,Weekend Exercise,Under 12,Abuse by another young person,Medium,Cadet Martinez approached me after parade and disclosed that three older cadets have been making him do press-ups as 'punishment' during breaks and calling him names like 'weakling' and 'pathetic'. He said this has been happening for about a month and showed me bruising on his arms. Martinez mentioned he's stopped enjoying cadets and his mum has noticed he's been quieter at home.
5682,Commanding Officer,Online/Remote,14-16,Abuse by another young person,Medium,"I witnessed Cadet Johnson cornering Cadet Patel in the equipment store and aggressively demanding money, saying Patel 'owed' him for previous incidents. Patel looked frightened and handed over what appeared to be a £10 note. When I approached, Johnson walked away quickly and Patel refused to discuss what had happened."
5683,CFAV,Annual Camp,Under 12,Abuse by another young person,Medium,"Cadet Roberts confided that her ex-boyfriend, who is also in the unit, has been following her around camp and messaging her friends asking about her whereabouts. She said he grabbed her arm quite firmly last week during fieldcraft training and whispered threats about 'getting her back'. Roberts appears anxious and has asked to be moved to different activities."
5684,Parent/Carer,Weekend Exercise,12-14,Abuse by another young person,Medium,"During a residential weekend, I overheard Cadet Stevens telling another cadet about being cornered in the toilets by two older cadets who forced him to look at explicit images on their phones. Stevens seemed distressed when recounting this and mentioned it happened twice over the past month during evening activities."
5685,Cadet,Weekend Exercise,16-18,Abuse by another young person,Medium,"During the evening meal, Cadet Johnson mentioned that Cadet Williams has been sending her inappropriate messages on Snapchat asking for photos. She showed me some of the messages on her phone which were of a sexual nature. Johnson seemed uncomfortable discussing it and asked me not to tell anyone else."
5686,CFAV,Off-site Activity,16-18,Abuse by another young person,Medium,"I observed Cadet Thompson cornering Cadet Davies behind the accommodation block during free time. Thompson was standing very close to Davies who appeared distressed and was trying to move away. When I approached, Thompson walked off and Davies looked upset but wouldn't explain what happened."
5687,Cadet,Parade Night,14-16,Abuse by another young person,Medium,Cadet Phillips disclosed that an older cadet in her section has been pressuring her to meet up outside of cadets. She said this cadet keeps messaging her on Instagram and has been making comments about her appearance during parade nights. Phillips mentioned feeling uncomfortable but said she doesn't want to cause trouble.
5688,Commanding Officer,Parade Night,Under 12,Abuse by another young person,Medium,"I noticed Cadet Roberts has become withdrawn over the past few weeks and seems anxious around certain older cadets. During a one-to-one chat, Roberts told me that some cadets in the senior section have been making him do press-ups and other physical punishments when staff aren't around, calling it 'character building'."
5689,Cadet,Off-site Activity,14-16,Abuse by another young person,Medium,Cadet Wilson approached me after the evening activity looking distressed. She explained that another cadet had touched her inappropriately during a team-building exercise earlier that day. Wilson was clear about what happened and where it occurred but was worried about reporting it formally.
5690,Parent/Carer,Online/Remote,Under 12,Abuse by another young person,Medium,"During the break, I observed Cadet Smith repeatedly pushing Cadet Jones against the wall in the corridor. When I approached, Smith walked away but Jones appeared shaken and said Smith had been calling him names all evening. Jones mentioned this has been happening for the past few weeks."
5691,Civilian Instructor,Parade Night,16-18,Abuse by another young person,Medium,Cadet Williams disclosed that an older cadet from another section has been sending her inappropriate messages on social media. She showed me screenshots of messages that were sexually suggestive and said the older cadet keeps asking her to meet him alone after parade nights.
5692,Cadet,Annual Camp,Under 12,Abuse by another young person,Medium,"I noticed Cadet Brown had a red mark on his neck during inspection. When asked about it, he said another cadet had grabbed him by the throat during a disagreement yesterday. Brown seemed reluctant to name the cadet involved but appeared upset when discussing it."
5693,Parent/Carer,Weekend Exercise,Under 12,Abuse by another young person,Medium,Cadet Taylor approached me privately and said that Cadet Evans has been threatening to hurt her if she doesn't give him money for the tuck shop. She mentioned this has happened three times over the past month and she's been taking extra money from home to avoid confrontation.
5694,Civilian Instructor,Parade Night,14-16,Abuse by another young person,Medium,I overheard Cadet Mitchell telling his friend that an older cadet had cornered him in the toilets last week and touched him inappropriately. Mitchell looked distressed when recounting this and said he didn't want to come to cadets anymore because of it.
5695,Commanding Officer,Parade Night,Under 12,Abuse by another young person,Medium,"During the break, I noticed Cadet Thompson had his arm twisted behind his back by Cadet Williams who was laughing and saying 'say sorry or I'll twist harder'. Thompson looked uncomfortable and kept asking Williams to stop. When Williams finally let go, Thompson rubbed his arm and walked away looking upset."
5696,Commanding Officer,Parade Night,14-16,Abuse by another young person,Medium,Cadet Foster approached me after parade and said that Cadet Jenkins has been calling her names like 'fatty' and 'ugly' for the past three weeks. She mentioned that Jenkins also pushed her into a locker last Tuesday when no adults were around. Foster seemed quite distressed when telling me this.
5697,Civilian Instructor,Online/Remote,16-18,Abuse by another young person,Medium,I observed Cadet Davies deliberately trip Cadet Miller as he walked past during equipment checks. Miller fell forward and knocked over some kit. Davies then stood over him saying 'watch where you're going next time' in an aggressive tone while Miller picked himself up from the floor.
5698,CFAV,Off-site Activity,16-18,Abuse by another young person,Medium,"Cadet Roberts disclosed that Cadet Hughes has been sending her nasty messages on social media calling her a 'slag' and threatening to 'get her' at the next training night. She showed me screenshots of approximately 15 messages sent over the past week, some containing explicit language about what Hughes wanted to do to her."
5699,Commanding Officer,Online/Remote,Under 12,Abuse by another young person,Medium,"During fieldcraft training, I witnessed Cadet Brown grab Cadet Taylor by the collar and shove him against a tree. Brown was shouting 'you're useless, no wonder your dad left' before other cadets intervened. Taylor appeared shaken and had tears in his eyes afterwards."
5700,Parent/Carer,Annual Camp,14-16,Abuse by another young person,Medium,"Cadet Smith told me that Cadet Jones has been sending her inappropriate messages on social media, asking for photos of herself and making comments about her body. She showed me some of the messages on her phone during the break. She said this has been happening for about two weeks and she's been avoiding him at parade nights."
5701,CFAV,Annual Camp,12-14,Abuse by another young person,Medium,"During fieldcraft training, I observed Cadet Williams deliberately pushing Cadet Thompson into brambles when the DS wasn't looking. Thompson came to me afterwards saying Williams has been doing things like this for weeks - tripping him up, hiding his kit, and calling him names when adults aren't around."
5702,Parent/Carer,Off-site Activity,12-14,Abuse by another young person,Medium,Cadet Davis approached me after parade to say that some of the older cadets have been making her do press-ups as 'punishment' when she gets drill movements wrong. She said they told her it's normal training but it happens away from the drill hall when staff aren't present. She seemed upset and said it's been going on for the past month.
5703,CFAV,Annual Camp,Under 12,Abuse by another young person,Medium,"I noticed Cadet Brown had scratches on his arms and when asked, he said Cadet Green 'went mental' at him during the weekend camp. He explained that Green grabbed him and dug his nails in during an argument about bunking arrangements. Brown said Green has been getting aggressive with younger cadets recently when things don't go his way."
5704,Commanding Officer,Off-site Activity,14-16,Abuse by another young person,Medium,Cadet Evans disclosed that Cadet Taylor has been threatening to share embarrassing photos of her from last year's annual camp if she doesn't do his admin tasks for him. She said Taylor took the photos without permission and now uses them to make her clean his kit and complete his workbooks.
5705,Civilian Instructor,Annual Camp,14-16,Abuse by another young person,Medium,"During the break, I noticed Cadet Thompson had been pushed against the wall by Cadet Williams who was standing very close to him making threatening gestures. Thompson looked scared and was trying to back away. This has happened on three occasions over the past two weeks during different activities."
5706,CFAV,Off-site Activity,14-16,Abuse by another young person,Medium,Cadet Martinez disclosed that an older cadet from another section has been sending her inappropriate messages on social media asking for photos and making comments about her body. She showed me some of the messages which were sexual in nature. She said this has been going on for about a month.
5707,CFAV,Parade Night,16-18,Abuse by another young person,Medium,"I observed Cadet Roberts deliberately trip Cadet Singh during drill practice, then laugh with his friends when Singh fell hard on the concrete. Later I heard Roberts calling Singh racist names while other cadets joined in the name-calling. Singh appeared upset and isolated himself from the group."
5708,Civilian Instructor,Parade Night,12-14,Abuse by another young person,Medium,"Cadet Evans told me that during last week's camp, two older cadets cornered her in the accommodation block and touched her inappropriately over her clothes. She said they told her not to tell anyone or they would spread rumours about her. She seemed very distressed when telling me this."
5709,Cadet,Parade Night,Under 12,Abuse by another young person,Medium,I witnessed Cadet Jackson grab Cadet Phillips by the throat and slam him against the equipment shed after an argument about drill positions. Phillips was gasping and appeared frightened. Other cadets were filming this on their phones and laughing.
5710,Civilian Instructor,Annual Camp,16-18,Abuse by another young person,Medium,"During the weekend exercise, I observed Cadet Johnson repeatedly pushing Cadet Williams when adults weren't looking. When I approached, Cadet Williams said Johnson had been calling him names all weekend and wouldn't leave him alone. Johnson walked away when he saw me coming over."
5711,Commanding Officer,Annual Camp,14-16,Abuse by another young person,Medium,Cadet Thompson disclosed that an older cadet from her section has been sending her inappropriate messages on social media asking for photos. She showed me some of the messages which were of a sexual nature. She seemed upset and said it had been going on for about two weeks.
5712,Cadet,Annual Camp,12-14,Abuse by another young person,Medium,"I noticed Cadet Davies had a bruised arm during drill practice. When asked, he initially said he fell off his bike but later quietly told me that some older cadets had grabbed and twisted his arm behind the stores building after last week's parade. He asked me not to tell anyone because he was worried it would get worse."
5713,Commanding Officer,Annual Camp,12-14,Abuse by another young person,Medium,Cadet Price came to me in tears saying that Cadet Mitchell had been spreading rumours about her being gay and getting other cadets to exclude her from activities. She said it started after she refused to give Mitchell her phone number and has been happening for the past month during every parade night.
5714,CFAV,Weekend Exercise,12-14,Abuse by another young person,Medium,"During the field exercise, I observed Cadet Roberts forcing Cadet Khan to carry his heavy kit as well as his own. When Khan protested, Roberts threatened to 'make his life hell' if he didn't comply. This behaviour continued throughout the day despite Khan appearing exhausted."
5715,Civilian Instructor,Annual Camp,12-14,Abuse by another young person,Medium,Cadet Johnson told me that two older cadets from his section have been making him do press-ups during breaks and calling him names when the staff aren't around. He said it's been happening for about three weeks and he doesn't want to come to cadets anymore.
5716,Commanding Officer,Online/Remote,16-18,Abuse by another young person,Medium,"I witnessed Cadet Stevens deliberately trip Cadet Martinez during drill practice, then laugh about it with his mates. This is the fourth incident I've seen between these two in the past month, always with Stevens as the aggressor."
5717,CFAV,Weekend Exercise,14-16,Abuse by another young person,Medium,"Cadet Williams approached me after parade to say that Cadet Thompson has been sending her nasty messages on social media, calling her ugly and telling other cadets not to talk to her. She showed me screenshots of the messages from the past two weeks."
5718,Civilian Instructor,Online/Remote,14-16,Abuse by another young person,Medium,"During a field exercise, I observed Cadet Brown pushing Cadet Davis into the mud and then standing over him making threatening gestures. Other cadets in the group were laughing and filming it on their phones."
5719,Cadet,Off-site Activity,16-18,Abuse by another young person,Medium,"Cadet Ahmed disclosed that an older cadet has been demanding money from him each week, saying bad things will happen if he doesn't pay. He's given him £15 so far and is worried about telling his parents why he needs more pocket money."
5720,Commanding Officer,Online/Remote,16-18,Abuse by another young person,High,"During the overnight camp, Cadet Smith disclosed that an older cadet from another section has been forcing her to send inappropriate photos via Snapchat. She said this has been happening for three weeks and showed me threatening messages on her phone saying he would share existing photos if she didn't comply."
5721,Cadet,Annual Camp,14-16,Abuse by another young person,High,"Cadet Jones approached me after parade visibly upset and disclosed that two Year 12 cadets cornered him in the toilet block last week. He said they pulled down his trousers and took photos on their phones, then told him they'd post them online if he reported anything."
5722,Parent/Carer,Annual Camp,14-16,Abuse by another young person,High,"While supervising fieldcraft training, I witnessed Cadet Thompson pin Cadet Williams against a tree and touch him inappropriately over his clothing. Cadet Williams was clearly distressed and trying to push him away. When I intervened, Cadet Thompson claimed they were just messing about."
5723,Commanding Officer,Online/Remote,14-16,Abuse by another young person,High,"Cadet Brown disclosed that her ex-boyfriend, who is also a cadet in the company, has been sharing intimate images of her with other cadets. She said she received these images from two different sources and is now afraid to attend parade nights."
5724,Civilian Instructor,Off-site Activity,Under 12,Abuse by another young person,High,"During a one-to-one welfare chat, Cadet Davis told me that an older female cadet has been pressuring him into sexual activity during company socials. He described feeling scared and said she threatened to spread rumours about him being gay if he refused her advances."
5725,Civilian Instructor,Weekend Exercise,12-14,Abuse by another young person,High,Cadet Williams disclosed that Cadet Thompson has been forcing him to perform sexual acts in the changing rooms after training sessions. He said this has happened three times over the past month and Thompson threatened to hurt him if he told anyone. Williams was visibly distressed and shaking when he told me.
5726,Cadet,Annual Camp,16-18,Abuse by another young person,High,"During overnight camp, I witnessed Cadet Davies repeatedly hitting Cadet Evans in the stomach and calling him degrading names. Evans appeared frightened and tried to hide behind other cadets. When I approached, Davies said he was 'just playing' but Evans had bruises on his arms and looked terrified."
5727,CFAV,Off-site Activity,14-16,Abuse by another young person,High,"Cadet Morgan told her friend that Cadet Phillips has been sending her explicit images of himself via Snapchat and demanding she send photos back. She said he told her that if she doesn't comply, he'll spread rumours about her to the other cadets. Morgan's friend reported this to me as Morgan was too embarrassed to speak up herself."
5728,Commanding Officer,Weekend Exercise,14-16,Abuse by another young person,High,"I found Cadet Jackson pinned against the wall by Cadet Roberts who was grabbing his throat and saying 'you better keep your mouth shut or you'll get worse'. Jackson was struggling to breathe and crying. When Roberts saw me, he immediately let go and walked away without explanation."
5729,Cadet,Annual Camp,Under 12,Abuse by another young person,High,"Cadet Patterson disclosed that during the last field exercise, Cadet Hughes sexually assaulted her in her tent while she was sleeping. She said she woke up to find him touching her inappropriately and when she tried to push him away, he told her no one would believe her because she's known for making things up."
5730,Cadet,Annual Camp,12-14,Abuse by another young person,High,Cadet Jones disclosed that an older cadet from another section has been sending her explicit photos via Instagram and asking her to send photos back. She said this has been happening for three weeks and she's scared to tell anyone because the older cadet threatened to share embarrassing information about her family if she reported it.
5731,Cadet,Online/Remote,Under 12,Abuse by another young person,High,"During the break, I overheard Cadet Smith telling his friend that Cadet Williams cornered him in the toilets last week and touched him inappropriately over his clothes. Cadet Smith looked visibly distressed and said he didn't want to come back to cadets because of it."
5732,Cadet,Parade Night,14-16,Abuse by another young person,High,Cadet Brown came to me after parade night saying that two older cadets have been forcing her to hand over her dinner money every week. She showed me bruises on her arm where they grabbed her and said they've threatened to hurt her younger brother who also attends cadets if she tells anyone.
5733,Civilian Instructor,Online/Remote,12-14,Abuse by another young person,High,"A parent rang to report that their daughter disclosed that during the recent camp, an older male cadet sexually assaulted her in her accommodation block. The parent said their daughter was too frightened to report it at the time but has now told them what happened."
5734,CFAV,Annual Camp,12-14,Abuse by another young person,High,Cadet Taylor disclosed that another cadet has been blackmailing him with intimate photos he was pressured into sending. The other cadet is demanding money and threatening to share the images with everyone at school and cadets if he doesn't pay.
5735,Cadet,Off-site Activity,Under 12,Abuse by another young person,High,Cadet Jones disclosed that an older cadet from another platoon has been forcing him to send inappropriate photos via Snapchat. He said this has been happening for three weeks and showed me screenshots of threatening messages saying 'you know what will happen if you don't' and calling him names.
5736,Parent/Carer,Off-site Activity,12-14,Abuse by another young person,High,"During evening activity, I witnessed Cadet Smith pinning Cadet Brown against the wall and making sexual comments about her body. Other cadets were laughing but Cadet Brown looked distressed and was trying to push him away. She came to me afterwards saying this happens regularly."
5737,Civilian Instructor,Off-site Activity,16-18,Abuse by another young person,High,"Cadet Williams told me that her ex-boyfriend, also a cadet in our company, has been sharing intimate photos of her with other cadets. She said he took them when they were together and is now using them to humiliate her since they broke up."
5738,Commanding Officer,Off-site Activity,12-14,Abuse by another young person,High,"I found Cadet Thompson crying in the toilets after drill. He disclosed that three older cadets have been making him perform sexual acts during camp weekends, threatening to 'make his life hell' if he refuses or tells anyone about it."
5739,Commanding Officer,Annual Camp,16-18,Abuse by another young person,High,Cadet Edwards approached me saying that another cadet has been pressuring her for sex and grabbed her inappropriately during the last field exercise. She showed me bruising on her arms and said she's scared to be alone with him.
5740,Parent/Carer,Weekend Exercise,Under 12,Abuse by another young person,High,Cadet Smith disclosed that Cadet Jones has been forcing him to perform sexual acts in the toilet block after parade nights for the past month. He said Jones threatened to spread rumours about him if he told anyone. Smith was visibly distressed when speaking about this.
5741,Commanding Officer,Annual Camp,Under 12,Abuse by another young person,High,"During a field exercise, I observed Cadet Williams repeatedly punching Cadet Davies in the stomach when they thought no staff were watching. Davies was clearly in pain and begged Williams to stop. Later, Davies showed me large bruises across his torso and said Williams had been doing this for weeks."
5742,Cadet,Online/Remote,Under 12,Abuse by another young person,High,Cadet Thompson approached me in tears saying that Cadet Baker had taken intimate photos of her without consent in the changing area last week. She said Baker was now threatening to share these images with other cadets unless she gave him money from her DofE fundraising.
5743,CFAV,Online/Remote,12-14,Abuse by another young person,High,"I witnessed Cadet Roberts holding Cadet Green against a wall by his throat during the break. Green was struggling to breathe and appeared terrified. When I intervened, Roberts claimed they were 'just messing about' but Green was shaking and had visible marks on his neck."
5744,CFAV,Online/Remote,12-14,Abuse by another young person,High,"Cadet Harris disclosed that her boyfriend, who is also a cadet in our detachment, has been hitting her and controlling who she can speak to. She showed me finger-shaped bruises on her upper arms and said he threatened to hurt her family if she ended the relationship."
5745,CFAV,Weekend Exercise,Under 12,Abuse by another young person,High,"Cadet Smith disclosed that an older cadet from his section has been forcing him to hand over money from his pocket money each week, threatening to 'beat him up' if he refuses. He showed me bruising on his upper arm which he said was from being grabbed last Tuesday after parade."
5746,Cadet,Weekend Exercise,16-18,Abuse by another young person,High,"During a residential exercise, Cadet Jones told me that another cadet in her dormitory has been taking photos of her while she's getting changed and threatened to share them online if she tells anyone. She appeared very distressed and said this has happened three times."
5747,Commanding Officer,Online/Remote,14-16,Abuse by another young person,High,Cadet Williams reported that two older cadets cornered him in the toilets during the break and made him perform sexual acts on them. He was visibly shaking when he told me and said they told him 'no one would believe him' if he reported it.
5748,Civilian Instructor,Off-site Activity,12-14,Abuse by another young person,High,"I observed Cadet Brown with significant bruising around her neck area. When asked, she disclosed that her ex-boyfriend, also a cadet in the company, had strangled her during an argument at the weekend and has been sending threatening messages saying he'll do it again."
5749,Civilian Instructor,Parade Night,Under 12,Abuse by another young person,High,Cadet Taylor disclosed that another cadet has been blackmailing him with intimate images he was pressured into sending. The other cadet is demanding he steal equipment from stores and threatening to send the photos to his family and post them in the company WhatsApp group.
5750,Cadet,Off-site Activity,14-16,Abuse by another young person,High,Cadet J disclosed that another cadet in their section has been sending them explicit photos via social media and asking for photos in return. J said this has been happening for several weeks and showed me some of the messages on their phone.
5751,Civilian Instructor,Annual Camp,14-16,Abuse by another young person,High,"During evening activities, Cadet M pulled me aside and said that Cadet K had cornered them in the stores cupboard yesterday and tried to touch them inappropriately. M appeared visibly shaken when telling me this."
5752,Commanding Officer,Off-site Activity,Under 12,Abuse by another young person,High,Cadet R came to me after parade and said that three older cadets from another platoon have been making them perform sexual acts behind the accommodation block. R said they threatened to beat them up if they told anyone.
5753,Cadet,Annual Camp,Under 12,Abuse by another young person,High,"I overheard Cadet S crying in the toilets, telling another cadet that someone had been hitting them and forcing them to do things they didn't want to do during last weekend's camp. When I approached, S clammed up but had visible bruising on their upper arm."
5754,Commanding Officer,Off-site Activity,14-16,Abuse by another young person,High,"Cadet T disclosed that their squad leader has been physically assaulting them during training sessions when staff aren't looking, including punching them in the stomach and twisting their arm behind their back. T lifted their shirt to show finger-shaped bruises on their ribs."
5755,CFAV,Annual Camp,16-18,Abuse by another young person,High,Cadet Thompson disclosed that two older cadets from another squadron cornered him in the toilet block last week and forced him to remove his uniform. He said they took photos on their phones and threatened to share them if he told anyone. Thompson was visibly shaking when he told me this during our one-to-one chat.
5756,Cadet,Online/Remote,14-16,Abuse by another young person,High,"During break, I overheard Cadet Williams telling her friend that an older male cadet had been sending her inappropriate messages on Snapchat asking for photos of her body. She showed her friend screenshots where he'd said he would make her life difficult at cadets if she didn't comply. Williams looked distressed and kept checking her phone anxiously."
5757,Commanding Officer,Online/Remote,14-16,Abuse by another young person,High,Cadet Jenkins approached me after parade saying that three cadets from his section had been making him do 'dares' including drinking from the toilet and letting them hit him with their belts. He showed me bruising on his back and arms. Jenkins said this has been happening for several weeks and he's scared to refuse.
5758,CFAV,Weekend Exercise,12-14,Abuse by another young person,High,Two female cadets reported that Cadet Matthews has been cornering younger female cadets during activities and touching them inappropriately under the pretence of 'helping' with their kit. They said he puts his hands on their bodies and makes sexual comments. Both witnesses seemed genuinely concerned about the younger cadets' welfare.
5759,Cadet,Weekend Exercise,14-16,Abuse by another young person,High,"Cadet Price disclosed that her ex-boyfriend, also a cadet in the same company, has been sharing intimate photos of her with other cadets without her consent. She said he's threatening to send them to her parents and the adult instructors unless she gets back together with him. Price was crying and said she feels trapped."
5760,Commanding Officer,Off-site Activity,16-18,Abuse by another young person,Critical,"Cadet Smith disclosed that during last weekend's camp, Cadet Jones forced him into a toilet cubicle and made him perform oral sex. He said Jones threatened to hurt him if he told anyone. Smith was visibly shaking when he told me this during drill practice."
5761,Parent/Carer,Weekend Exercise,12-14,Abuse by another young person,Critical,Cadet Williams came to me after parade saying that her section leader has been making her touch his private parts when they're alone in stores. She said this has happened three times over the past month and he tells her it's 'part of her training'.
5762,Cadet,Annual Camp,12-14,Abuse by another young person,Critical,"During first aid training, Cadet Brown pulled me aside and said that Cadet Taylor has been forcing younger cadets to send naked photos through Snapchat. Brown showed me screenshots where Taylor was threatening to share existing photos unless cadets sent more."
5763,Parent/Carer,Parade Night,12-14,Abuse by another young person,Critical,Cadet Davis disclosed that his roommate at annual camp penetrated him anally while he was sleeping. He woke up during the incident. Davis said this happened on the second night of camp and he's been too scared to say anything until now.
5764,Civilian Instructor,Off-site Activity,12-14,Abuse by another young person,Critical,Cadet Thompson told me that Cadet Evans has been sexually assaulting her in the minibus on the way back from activities. She said he sits behind her and touches her inappropriately under a blanket while everyone else is asleep. This has happened on three separate journeys.
5765,Cadet,Annual Camp,12-14,Abuse by another young person,Critical,Cdt Smith disclosed that three older cadets from B Company cornered him in the changing room last week and forced him to perform a sexual act while they filmed it on their phones. He said they threatened to share the video if he told anyone. He was visibly shaking when he told me this during our one-to-one chat.
5766,Cadet,Weekend Exercise,16-18,Abuse by another young person,Critical,Cdt Johnson came to me after parade and said that Cdt Williams has been making her touch his private parts during field exercises when the adults aren't looking. She said this has happened multiple times over the past month and she's scared to be alone with him. She was crying and said she doesn't want to come to cadets anymore.
5767,Cadet,Annual Camp,14-16,Abuse by another young person,Critical,"I overheard Cdt Brown telling another cadet that the older boys in his section have been holding him down and sexually assaulting him during overnight camps. He said it started as 'initiation' but has continued for months. When I approached him privately, he confirmed this and named three specific cadets involved."
5768,Cadet,Online/Remote,16-18,Abuse by another young person,Critical,"Cdt Davis disclosed that her boyfriend, who is also a cadet in the same unit, has been physically violent towards her. She showed me bruising on her arms and neck, saying he did this yesterday when she tried to end their relationship. She's terrified of seeing him at tonight's training session."
5769,Civilian Instructor,Annual Camp,14-16,Abuse by another young person,Critical,"During a welfare check, Cdt Thompson broke down and told me that an older cadet has been forcing him to send naked photos and meet for sexual activity. He said the older cadet told him this was normal and threatened to hurt his younger sister if he refused or told anyone."
5770,Parent/Carer,Online/Remote,Under 12,Abuse by another young person,Critical,"Cadet Smith disclosed that during last weekend's camp, Cadet Jones forced him to perform oral sex in the shower block after lights out. Smith was visibly shaking when he told me and said Jones threatened to hurt him if he told anyone. Smith showed me bruising on his wrists which he said was from being held down."
5771,CFAV,Parade Night,16-18,Abuse by another young person,Critical,Cadet Williams came to me in tears saying that three older cadets from another section cornered her in the equipment store yesterday evening. She disclosed that they pulled down her trousers and underwear and took photos on their phones while she was crying and asking them to stop.
5772,Parent/Carer,Online/Remote,16-18,Abuse by another young person,Critical,"During a one-to-one conversation, Cadet Thompson disclosed that Cadet Murphy has been forcing him to steal money from other cadets' bags and give it to him. Thompson said Murphy hits him in the stomach when no adults are around and told him he would 'make his life hell' if he didn't keep stealing."
