report_id,timestamp,unit_id,reporter_role,location,age_band,channel,free_text,category_label,urgency_label,status
466,2026-01-09 10:26:08,NW-ACF-068,Other,Field Exercise,Under 12,In person,Cadet disclosed that relatives have spoken about a ‘special procedure’ to be carried out when they visit family abroad and appeared very anxious about this. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,FGM / harmful practices,Medium,Open
467,2025-09-21 23:08:08,NW-ACF-055,Adult Volunteer (CFAV),Home,12-14,Email,Cadet disclosed that messages in the detachment group chat have become hostile and targeted towards them. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Bullying,Medium,Open
468,2025-11-29 18:19:08,NW-ACF-079,Other,Field Exercise,15-17,Email,Cadet asked general questions about whether certain traditional practices on girls are allowed in this country and appeared worried. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,FGM / harmful practices,Medium,Open
469,2025-10-07 03:01:08,NW-ACF-063,Cadet,Annual Camp,Under 12,Online form,"Third-party information was received suggesting there may be welfare concerns for this cadet, but further clarification is needed. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Other,Low,Open
470,2025-12-12 17:00:08,NW-ACF-048,Cadet,Parade Night - Detachment,15-17,Phone call,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.",Other,High,Open
471,2025-09-16 11:05:08,NW-ACF-022,Adult Volunteer (CFAV),Online session,18+,Phone call,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted.,Radicalisation / extremism,High,In progress
472,2026-01-24 17:59:08,NW-ACF-087,Parent/Carer,Online session,18+,Other,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Home issues,Medium,In progress
473,2025-12-24 06:38:08,NW-ACF-008,Adult Volunteer (CFAV),Field Exercise,Under 12,Phone call,"Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Radicalisation / extremism,Critical,Open
474,2025-08-23 09:59:08,NW-ACF-057,Cadet,Parade Night - Detachment,15-17,In person,"Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Radicalisation / extremism,High,In progress
475,2025-11-14 14:29:08,NW-ACF-044,Cadet,Parade Night - Detachment,18+,Other,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Abuse by adult in organisation,Critical,Open
476,2025-10-24 03:09:08,NW-ACF-009,Cadet,Online session,15-17,Online form,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Other,Medium,Closed
477,2025-10-23 08:59:08,NW-ACF-003,Other,Home,15-17,In person,Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Abuse by adult in organisation,Critical,Open
478,2025-11-10 22:37:08,NW-ACF-062,Parent/Carer,Home,Under 12,Phone call,"Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Abuse by adult in organisation,Critical,In progress
479,2025-09-18 06:46:08,NW-ACF-087,Cadet,Parade Night - Detachment,12-14,Email,Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Exploitation / trafficking,Critical,In progress
480,2025-11-12 21:55:08,NW-ACF-010,Parent/Carer,Training Weekend,12-14,Online form,"Staff observed the cadet struggling with mobility and wincing in pain during physical tasks, but they were reluctant to explain why. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.",Physical safety,High,Open
481,2026-01-15 14:25:08,NW-ACF-056,Adult Volunteer (CFAV),Field Exercise,18+,Phone call,"Cadet reported being added to group chats where explicit or disturbing content is shared, and feels pressured to remain in them. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Online safety,Medium,Closed
482,2026-01-14 19:35:08,NW-ACF-048,Cadet,Annual Camp,15-17,Online form,"Cadet reported being added to group chats where explicit or disturbing content is shared, and feels pressured to remain in them. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Online safety,High,Open
483,2026-02-08 10:42:08,NW-ACF-068,Cadet,Home,18+,Online form,"Cadet raised a concern that does not fit a specific category but left staff feeling that it should be recorded and monitored. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Other,Low,Open
484,2025-12-03 07:52:08,NW-ACF-027,Cadet,Home,12-14,Other,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Exploitation / trafficking,High,Closed
485,2026-02-08 22:54:08,NW-ACF-050,Other,Online session,Under 12,Email,"Cadet has become increasingly argumentative with peers and staff, with incidents of raised voices and refusal to follow instructions. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Behaviour / conduct,Medium,In progress
486,2025-11-06 15:29:08,NW-ACF-015,Other,Field Exercise,Under 12,Online form,"Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Abuse by adult in organisation,Critical,In progress
487,2025-08-22 09:03:08,NW-ACF-091,Adult Volunteer (CFAV),Parade Night - Detachment,12-14,In person,"Cadet disclosed that a Cadet Force Adult Volunteer (CFAV) has made them feel uncomfortable with comments and unnecessary physical contact during activities. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Abuse by adult in organisation,Critical,Closed
488,2025-10-18 12:19:08,NW-ACF-008,Parent/Carer,Parade Night - Detachment,18+,Email,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Home issues,High,Open
489,2025-12-15 13:15:08,NW-ACF-100,Other,Online session,Under 12,Email,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Abuse by adult in organisation,Critical,Open
490,2025-12-09 02:44:08,NW-ACF-002,Parent/Carer,Online session,15-17,In person,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Exploitation / trafficking,Medium,In progress
491,2025-11-19 19:51:08,NW-ACF-070,Adult Volunteer (CFAV),Parade Night - Detachment,12-14,In person,Cadet showed staff messages received on social media containing threats and humiliating comments from peers. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Online safety,Low,Closed
492,2026-01-19 08:33:08,NW-ACF-072,Adult Volunteer (CFAV),Online session,18+,Phone call,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Home issues,Low,Closed
493,2025-10-26 09:52:08,NW-ACF-049,Parent/Carer,Field Exercise,12-14,Email,"Third-party information was received suggesting there may be welfare concerns for this cadet, but further clarification is needed. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Other,Medium,Closed
494,2025-11-20 13:27:08,NW-ACF-072,Other,Field Exercise,15-17,Email,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Radicalisation / extremism,Critical,Open
495,2025-08-30 10:51:08,NW-ACF-093,Adult Volunteer (CFAV),Parade Night - Detachment,Under 12,Email,"Cadet has become increasingly argumentative with peers and staff, with incidents of raised voices and refusal to follow instructions. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically.",Behaviour / conduct,Low,Open
496,2025-09-05 04:43:08,NW-ACF-027,Parent/Carer,Home,18+,Email,"Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",Exploitation / trafficking,Critical,Closed
497,2026-02-14 10:59:08,NW-ACF-011,Cadet,Parade Night - Detachment,12-14,Other,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Exploitation / trafficking,Medium,In progress
498,2026-01-07 14:55:08,NW-ACF-005,Cadet,Annual Camp,Under 12,Other,Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Physical safety,High,In progress
499,2025-09-01 09:09:08,NW-ACF-091,Adult Volunteer (CFAV),Training Weekend,18+,In person,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Home issues,Low,Open
500,2025-11-10 15:43:08,NW-ACF-069,Parent/Carer,Home,12-14,Email,Cadet explained that they are struggling to afford transport to activities and have missed several parades as a result. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Financial hardship,High,Open
501,2025-11-22 01:15:08,NW-ACF-063,Adult Volunteer (CFAV),Home,18+,Other,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Other,Low,Closed
502,2026-01-12 11:01:08,NW-ACF-002,Parent/Carer,Field Exercise,18+,Other,Cadet stated that a CFAV has been sending them personal messages outside normal communication channels and has hinted at meeting one-to-one. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Abuse by adult in organisation,Critical,Open
503,2025-11-08 08:29:08,NW-ACF-021,Adult Volunteer (CFAV),Training Weekend,15-17,Phone call,"Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically.",Home issues,Low,Open
504,2026-02-03 00:28:08,NW-ACF-038,Parent/Carer,Parade Night - Detachment,15-17,Online form,"Cadet quietly asked if there was any support available with food during longer activities, as things are difficult at home. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Financial hardship,Medium,Closed
505,2025-09-05 13:30:08,NW-ACF-015,Cadet,Home,12-14,In person,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Home issues,Medium,In progress
506,2025-08-28 14:04:08,NW-ACF-038,Cadet,Training Weekend,12-14,Other,"Cadet reports repeated unkind comments and name-calling from a small group during parade nights. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Bullying,Low,In progress
507,2025-11-15 05:12:08,NW-ACF-033,Other,Annual Camp,12-14,Online form,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.,Attendance / engagement,Low,Closed
508,2026-01-07 18:42:08,NW-ACF-055,Other,Training Weekend,15-17,Phone call,"Staff have noticed the cadet regularly missing key training sessions without clear reasons, and peers have expressed concern. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.",Attendance / engagement,Medium,Closed
509,2026-01-27 18:48:08,NW-ACF-025,Parent/Carer,Online session,12-14,Email,"Cadet has spoken about feeling ‘numb’ and disconnected from friends and activities, and has stopped engaging in usual hobbies. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Mental health,Medium,Closed
510,2026-02-12 12:32:08,NW-ACF-090,Parent/Carer,Online session,15-17,In person,"Cadet described frequent shouting and arguments at home, saying the atmosphere is tense and they struggle to relax there. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Home issues,Low,Open
511,2025-11-18 00:00:08,NW-ACF-010,Other,Field Exercise,15-17,Online form,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Attendance / engagement,Medium,Closed
512,2026-02-13 18:44:08,NW-ACF-066,Parent/Carer,Training Weekend,18+,Other,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Exploitation / trafficking,Medium,Open
513,2025-10-04 05:03:08,NW-ACF-069,Parent/Carer,Training Weekend,18+,Other,Cadet disclosed that messages in the detachment group chat have become hostile and targeted towards them. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review.,Bullying,Medium,Open
514,2025-09-13 13:19:08,NW-ACF-088,Cadet,Field Exercise,12-14,Other,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Exploitation / trafficking,High,In progress
515,2026-01-23 03:41:08,NW-ACF-034,Cadet,Home,18+,In person,"Several peers have been excluding the cadet from group activities and making jokes at their expense. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet.",Bullying,Low,Open
516,2025-09-20 16:41:08,NW-ACF-064,Adult Volunteer (CFAV),Field Exercise,Under 12,Other,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Exploitation / trafficking,High,Open
517,2025-12-23 16:13:08,NW-ACF-012,Other,Annual Camp,12-14,Online form,Cadet showed staff messages received on social media containing threats and humiliating comments from peers. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Online safety,High,Open
518,2026-01-04 11:18:08,NW-ACF-064,Cadet,Training Weekend,15-17,Other,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Behaviour / conduct,Critical,Open
519,2025-12-28 18:08:08,NW-ACF-018,Adult Volunteer (CFAV),Annual Camp,15-17,Online form,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Radicalisation / extremism,Critical,In progress
520,2025-09-18 04:12:08,NW-ACF-051,Other,Field Exercise,Under 12,Online form,"Cadet showed staff messages received on social media containing threats and humiliating comments from peers. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Online safety,Low,Closed
521,2025-09-12 12:33:08,NW-ACF-019,Parent/Carer,Field Exercise,18+,Online form,Cadet reported that there have been changes in who is living at home and that they do not feel comfortable around one of the adults. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Home issues,Low,In progress
522,2026-01-13 06:19:08,NW-ACF-058,Other,Field Exercise,Under 12,Online form,Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,Mental health,High,In progress
523,2025-12-15 05:40:08,NW-ACF-089,Other,Field Exercise,12-14,Email,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Exploitation / trafficking,High,Closed
524,2025-11-30 23:37:08,NW-ACF-038,Adult Volunteer (CFAV),Field Exercise,12-14,Phone call,"Cadet raised a concern that does not fit a specific category but left staff feeling that it should be recorded and monitored. At present there is no indication of immediate risk, but the situation will be monitored and support options explained to the cadet. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Other,Low,In progress
525,2025-12-11 08:20:08,NW-ACF-035,Adult Volunteer (CFAV),Annual Camp,18+,Online form,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,FGM / harmful practices,Medium,In progress
526,2025-12-06 14:09:08,NW-ACF-020,Parent/Carer,Field Exercise,15-17,Other,Cadet reports repeated unkind comments and name-calling from a small group during parade nights. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Bullying,Medium,Closed
527,2025-09-23 06:26:08,NW-ACF-084,Cadet,Home,15-17,Online form,Parent conversation suggested that the family is planning a trip where cultural practices may include procedures that pose a risk of serious harm. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,FGM / harmful practices,High,In progress
528,2025-09-22 04:30:08,NW-ACF-089,Other,Annual Camp,Under 12,Online form,Cadet raised a concern that does not fit a specific category but left staff feeling that it should be recorded and monitored. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Other,Medium,Closed
529,2025-10-31 03:41:08,NW-ACF-089,Adult Volunteer (CFAV),Parade Night - Detachment,15-17,Other,Cadet hinted that they are being pressured to go to addresses with people they do not know well and feel unable to say no. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,Exploitation / trafficking,Critical,In progress
530,2026-01-18 01:20:08,NW-ACF-080,Other,Field Exercise,18+,Online form,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Radicalisation / extremism,High,Open
531,2025-09-11 08:46:08,NW-ACF-093,Parent/Carer,Home,15-17,In person,Staff were told that the cadet has been missing from home overnight on several occasions and returns with unexplained money or items. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,High,In progress
532,2025-08-19 14:48:08,NW-ACF-039,Adult Volunteer (CFAV),Online session,Under 12,Phone call,Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Exploitation / trafficking,Critical,Closed
533,2025-09-30 11:15:08,NW-ACF-029,Cadet,Training Weekend,15-17,Online form,Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Mental health,Medium,In progress
534,2025-10-31 10:32:08,NW-ACF-069,Cadet,Home,15-17,Email,Cadet’s attendance has dropped sharply over the last month and they appear distracted when they do attend. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Attendance / engagement,Medium,Open
535,2025-08-29 22:09:08,NW-ACF-058,Other,Field Exercise,15-17,In person,"During a general discussion, cadet disclosed a situation that may indicate vulnerability, though details are not yet clear. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Other,Low,Open
536,2025-08-31 14:46:08,NW-ACF-051,Other,Annual Camp,18+,Phone call,Cadet asked general questions about whether certain traditional practices on girls are allowed in this country and appeared worried. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.,FGM / harmful practices,High,Closed
537,2025-12-08 06:59:08,NW-ACF-086,Cadet,Field Exercise,15-17,In person,Cadet asked general questions about whether certain traditional practices on girls are allowed in this country and appeared worried. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated.,FGM / harmful practices,Critical,Open
538,2025-11-14 13:37:08,NW-ACF-099,Cadet,Annual Camp,12-14,Other,Another cadet reported that this cadet has spoken about wanting to travel to conflict zones and ‘fight for a cause’. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Radicalisation / extremism,Medium,Open
539,2025-09-19 05:50:08,NW-ACF-072,Parent/Carer,Annual Camp,Under 12,Phone call,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. The safeguarding lead must be informed immediately and emergency procedures may need to be initiated. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Radicalisation / extremism,Critical,Open
540,2025-09-16 16:06:08,NW-ACF-080,Cadet,Field Exercise,12-14,Other,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Mental health,Low,Closed
541,2025-08-22 20:51:08,NW-ACF-055,Cadet,Training Weekend,18+,Other,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.,Abuse by adult in organisation,Medium,Closed
542,2025-09-10 16:01:08,NW-ACF-029,Adult Volunteer (CFAV),Training Weekend,Under 12,Email,"Cadet described feeling constantly stressed and overwhelmed and said they are finding it hard to cope with day-to-day tasks. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Mental health,Low,Closed
543,2025-08-25 21:41:08,NW-ACF-062,Adult Volunteer (CFAV),Online session,18+,Other,Cadet showed staff messages received on social media containing threats and humiliating comments from peers. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Online safety,High,Closed
544,2025-09-26 07:06:08,NW-ACF-034,Cadet,Online session,18+,Online form,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. The concern appears low-level at this stage; staff will continue to observe and provide a safe space for the cadet to talk.",Mental health,Low,Closed
545,2025-12-24 00:56:08,NW-ACF-095,Parent/Carer,Parade Night - Detachment,Under 12,Email,"There have been a number of low-level altercations involving the cadet, including pushing and verbal disputes. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.",Behaviour / conduct,Medium,In progress
546,2025-12-22 20:35:08,NW-ACF-022,Cadet,Field Exercise,15-17,Email,Cadet has been talking positively about extremist groups and has shared online content that appears to support violent ideologies. The case will be escalated to the appropriate safeguarding officer and external agencies may need to be consulted. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.,Radicalisation / extremism,High,In progress
547,2025-12-07 08:16:08,NW-ACF-091,Cadet,Home,12-14,Online form,"Cadet mentioned being pushed or grabbed at home and appeared anxious about returning there after activities. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Physical safety,High,In progress
548,2025-11-14 14:08:08,NW-ACF-095,Parent/Carer,Online session,18+,In person,Cadet has been observed winding up younger cadets and ignoring reminders about behaviour standards. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures.,Behaviour / conduct,Medium,In progress
549,2026-01-04 07:31:08,NW-ACF-083,Cadet,Parade Night - Detachment,15-17,In person,Cadet mentioned being in private online forums where extremist views are discussed and has repeated some of these views at parade. There are indicators of immediate or very serious risk and urgent safeguarding action is required in line with policy.,Radicalisation / extremism,Critical,Closed
550,2026-01-04 08:55:08,NW-ACF-049,Adult Volunteer (CFAV),Field Exercise,18+,In person,Several peers have been excluding the cadet from group activities and making jokes at their expense. Staff have agreed to monitor the situation closely and to share information with the safeguarding lead for further review. The cadet has attended most recent parades but staff have noticed changes in presentation and demeanour.,Bullying,Medium,In progress
551,2026-02-12 00:48:08,NW-ACF-020,Parent/Carer,Training Weekend,12-14,Other,"Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Home issues,High,Closed
552,2026-01-23 22:20:08,NW-ACF-071,Parent/Carer,Home,12-14,Other,"Cadet disclosed that an older individual outside the organisation regularly collects them late at night and provides gifts in exchange for ‘favours’. Safeguarding procedures should be followed without delay, with a clear record of actions and decisions taken.",Exploitation / trafficking,High,Open
553,2026-01-20 07:31:08,NW-ACF-033,Cadet,Training Weekend,15-17,Online form,Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. The information suggests a significant safeguarding concern and the case requires prompt discussion with the safeguarding lead.,Abuse by adult in organisation,High,Closed
554,2025-12-25 12:21:08,NW-ACF-079,Cadet,Annual Camp,12-14,In person,"Another cadet reported seeing a CFAV regularly isolate this cadet from the group and speak to them behind closed doors. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay. The information has been logged on the safeguarding system and will be reviewed at the next supervision meeting.",Abuse by adult in organisation,Critical,Closed
555,2025-11-11 04:55:08,NW-ACF-096,Adult Volunteer (CFAV),Online session,15-17,In person,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. No urgent safeguarding action is required currently, though the information has been recorded and will be reviewed periodically. Staff are considering whether any immediate practical support can be offered to reduce pressure on the cadet.",Mental health,Low,Closed
556,2025-12-02 17:09:08,NW-ACF-062,Other,Training Weekend,18+,Other,"Cadet disclosed that relatives have spoken about a ‘special procedure’ to be carried out when they visit family abroad and appeared very anxious about this. Contact with external safeguarding agencies and, if necessary, emergency services should be considered without delay.",FGM / harmful practices,Critical,Open
557,2026-02-12 13:28:08,NW-ACF-018,Other,Home,12-14,Other,"Cadet has appeared increasingly withdrawn and low in mood over several weeks, participating less in activities they previously enjoyed. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.",Mental health,Medium,Closed
558,2026-02-11 08:37:08,NW-ACF-046,Adult Volunteer (CFAV),Parade Night - Detachment,12-14,Email,Cadet hinted that there are ongoing problems between carers at home and that they often stay out late to avoid being there. Further conversation with the cadet and parents/carers is needed to understand the situation and decide on next steps.,Home issues,Medium,Open
559,2025-09-17 05:35:08,NW-ACF-035,Parent/Carer,Annual Camp,12-14,Email,"Cadet quietly asked if there was any support available with food during longer activities, as things are difficult at home. The concern is having an impact on the cadet and requires timely follow-up in line with safeguarding procedures. Peers have quietly expressed concern about the cadet and asked staff to check whether they are okay.",Financial hardship,Medium,Open
